id,start_date,start_month,end_date,end_month,business_id,created_at,updated_at
fb3efd0e-10af-4171-ac15-c21e2acfa2a2,1,0,31,11,48ca4569-dcdb-41b4-a15d-6acefa6223b6,2023-12-06 23:23:15,2023-12-06 23:23:15
f96ff9a9-df1b-4aac-be78-05791691ee52,1,3,31,2,e38faf66-c5be-465c-bb10-c49225bba818,2023-12-06 23:23:28,2024-01-04 22:27:49
207e5561-7f5d-41d9-a3f2-47731030e078,1,0,31,11,c2794506-b6c8-4349-a52d-38d24b848552,2023-12-06 23:23:37,2023-12-06 23:23:37
ade1437a-2d04-4a68-898a-e94c2f532e46,1,0,31,11,f9795eec-95db-4234-8432-44e4407a6ecd,2023-12-06 23:23:42,2023-12-06 23:23:42
a7e0f989-d61a-41d2-9de0-8665e5bee99b,1,0,31,11,e9cafc2a-c8de-4340-bb0d-20e272c781c9,2023-12-06 23:23:56,2023-12-06 23:23:56
bd06cd86-1bfa-4ac7-a797-b2df8f5fca3e,1,0,31,11,311f0cb6-27d1-4ab8-add9-45362468f86f,2023-12-06 23:24:01,2023-12-06 23:24:01
287dc1ad-fe4e-4c10-ad2c-faaa2d0010df,1,0,31,11,2b1a11c4-9184-41ed-9faa-e08576a3346e,2023-12-06 23:24:07,2023-12-06 23:24:07
f75252f8-e1ba-4005-b81a-dd54bcd9ebb6,1,0,31,11,1afdb659-6883-4649-84da-6a1591e6d316,2023-12-06 23:24:12,2023-12-06 23:24:12
4ea1008e-b121-4a35-ad3a-005b35878f52,1,0,31,11,fc9a20e5-ef29-4558-9e95-e0c1d0c7b744,2023-12-06 23:24:18,2023-12-06 23:24:18
07890181-6d86-4b7e-9c43-c886e72080bd,1,0,31,11,91ead3b7-09fd-4a39-89cb-4b0057a71fda,2023-12-06 23:24:29,2023-12-06 23:24:29
d4cef9be-37c2-4dde-adeb-a10b3610baf2,1,0,31,11,508ad17b-e6ab-4ab7-8023-49c78826826e,2023-12-06 23:24:34,2023-12-06 23:24:34
213a084e-2db6-4b7f-b185-71de8b141967,1,0,31,11,ac8df7f7-8a27-4460-879d-99918ca7110b,2023-12-06 23:24:41,2023-12-06 23:24:41
bd659c51-c970-49ad-8151-27c9cf08f8b9,1,8,31,7,13a2a974-8d77-400f-89bf-332d93f6b977,2023-12-06 23:24:46,2023-12-13 12:33:23
e62043aa-a3ca-4299-bfa6-090b307eddc2,1,0,31,11,fa61fe1d-35e1-4186-a2e9-9c9ab3e79020,2023-12-06 23:24:51,2023-12-06 23:24:51
b376a305-d111-42df-8170-daae9b942a27,1,0,31,11,5e668076-6ec8-451b-b49b-517cd5c83f19,2023-12-06 23:25:02,2023-12-06 23:25:02
5285c25f-ab1d-4b9c-9afe-3e184182bc8f,1,0,31,11,881c409f-6a7e-4a49-b8a8-bd6f2331ecfc,2023-12-06 23:25:07,2023-12-06 23:25:07
68054bb0-f140-4b22-9359-92869ebb307c,1,0,31,11,243ff918-ac55-41ee-9bdc-5d81c8218ab1,2023-12-06 23:25:13,2023-12-06 23:25:13
8115ec2c-7d7b-403d-8d43-bdc0b2d16961,1,0,31,11,987867a4-e83f-48f5-bfaf-ee962b840eca,2023-12-06 23:25:19,2023-12-06 23:25:19
0deeec88-6548-4495-bf48-f039a0270093,1,0,31,11,5b770c18-2d20-4cf4-86cf-8d1c2683c46e,2023-12-06 23:25:24,2023-12-06 23:25:24
f98b3d11-38aa-4c02-b7ea-1704394425ea,1,0,31,11,e3746c5d-0821-4c90-9027-ce65aefea09a,2023-12-06 23:25:37,2023-12-06 23:25:37
dbe7c0c9-bd71-4903-bb35-4d9ee4f1b62b,1,0,31,11,44cd39f5-fc7d-4296-a883-60c0fc141595,2023-12-06 23:25:42,2023-12-06 23:25:42
f5c5e1ef-ff59-4518-91db-700b05cec4b6,1,0,31,11,074d3c0c-c1d3-4edd-be0e-87193924cae1,2023-12-06 23:25:47,2023-12-06 23:25:47
e9ebf762-75a4-4681-8688-34fd36670d97,1,0,31,11,ecbd6b03-42f4-40ad-b694-d86a1fc133ca,2023-12-06 23:25:52,2023-12-06 23:25:52
1f748cda-a352-4801-ab81-17fbff4612ea,1,0,31,11,d247846a-a617-49c6-abc0-3a4b2bca33e7,2023-12-06 23:25:59,2023-12-06 23:25:59
ac593996-5d74-4656-9e01-d9fe24dd947d,1,0,31,11,6efe55da-4025-4530-91ce-4879d2bc1976,2023-12-06 23:26:07,2023-12-06 23:26:07
8a4bd9d1-b7fb-4358-b309-6d8b5750073f,1,0,31,11,478992a9-f86f-4073-b1e1-c86c17324222,2023-12-06 23:35:56,2023-12-06 23:35:56
aa08548b-f029-47d8-9d5b-06aa6a26f898,1,0,31,11,106263c9-e94c-4907-91cc-2140589728e7,2023-12-06 23:37:35,2023-12-06 23:37:35
6c64139f-ab67-4331-89da-dc928aa96208,1,0,31,11,3aaec89c-440b-4224-a962-f65c7a02ff69,2023-12-07 05:13:43,2023-12-07 05:13:43
c30d09a3-a9fc-4742-9006-b850e6d09dde,1,0,31,11,79c6e737-7149-46a1-abbe-2ab4b916f2ef,2023-12-07 05:13:49,2023-12-07 05:13:49
cbd5649c-6356-49c0-8e4e-21c7bf112467,1,0,31,11,41fcddbe-8f8d-4d09-8aa2-27ba57e09270,2023-12-07 05:13:54,2023-12-07 05:13:54
83fd2c44-f46f-4c9a-aec8-e320b7bd8d31,1,0,31,11,fe2575d1-b07e-471b-83ae-0391eee7aecc,2023-12-07 05:15:00,2023-12-07 05:15:00
71201d43-7fba-405f-aa5d-84b7a8ac4a71,1,0,31,11,ba0d39cb-7628-412b-aa18-7282dcfb8739,2023-12-07 05:15:06,2023-12-07 05:15:06
15dffeb7-c9dc-4943-a657-2973dfda8bd2,1,0,31,11,56fc3a35-e7b3-4936-8250-8e138a671cee,2023-12-07 05:15:18,2023-12-07 05:15:18
ed5be598-c4a2-4a6b-94c3-656ac707c800,1,0,31,11,e7e78881-4177-4970-98f6-78e83cd6cfce,2023-12-07 09:35:29,2023-12-07 09:35:29
114b8843-9776-4874-a953-dc48eb12e756,1,0,31,11,d8356d16-79bd-471a-8a73-1a9269febd6c,2023-12-07 09:35:36,2023-12-07 09:35:36
9d94c427-f31d-4252-a1d1-b6b4a9383459,1,0,31,11,908702f1-c6eb-4ac0-a6f6-a0ae8e7c0fca,2023-12-07 09:35:41,2023-12-07 09:35:41
c299cffd-0a31-4cfa-996a-caa46ce23168,1,0,31,11,68cbadc1-74a1-4caa-bfbc-42c88fa9b457,2023-12-21 14:12:57,2023-12-21 14:12:57
85bbd40e-2e7c-49bd-bcbf-6064c8cdfeae,1,0,31,11,7d8bec7c-cd60-4ab2-9e12-785939b00775,2023-12-21 18:55:46,2023-12-21 18:55:46
c281f4a5-fe94-47c8-8a87-a023b96c12e0,1,0,31,11,0cfdfe5d-0557-494f-b75b-5682d9da2360,2024-01-04 09:48:12,2024-01-04 09:48:12
06b6592c-3183-4ea3-a010-046b374baa09,1,0,31,11,f1b3d76f-793f-44b7-bab0-4d4b5cd87644,2024-01-11 07:45:44,2024-01-11 07:45:44
2db3801c-a2fa-49d0-b162-c22310d0e3ae,1,0,31,11,cf19f78a-e0b3-4dd5-8097-3af445a409f6,2024-02-16 08:27:26,2024-02-16 08:27:26
d165c715-ae3e-46a1-8fec-16d21bd42abe,1,0,31,11,eea98755-2210-4995-a13e-9c0f824f4884,2024-02-16 08:31:19,2024-02-16 08:31:19
5c39e64b-ec66-4ccb-9444-c82d98934843,1,0,31,11,ec91961a-26e5-4c71-b1da-2621058e5cb3,2024-02-22 08:45:03,2024-02-22 08:45:03
5cc24073-7f70-47ea-877a-df86d5b423da,1,0,31,11,22dfff08-9907-4145-a2ab-abaa8567cccc,2024-02-22 08:45:03,2024-02-22 08:45:03
17e928ab-fd45-4258-a1a4-36a0a98f1151,1,0,31,11,a16c38db-cea9-4a62-b059-be31b7e5e2a9,2024-02-22 08:45:03,2024-02-22 08:45:03
812ceec8-e737-47b0-9aba-6a3e57911646,1,0,31,11,77d83794-43b4-4b18-a55b-ddbf563ef936,2024-02-22 08:45:03,2024-02-22 08:45:03
a35a10ac-f276-43b0-992c-c338bb0a3c62,1,0,31,11,e95a5bfb-2afc-4729-ae9d-f1927e92243a,2024-02-22 08:45:03,2024-02-22 08:45:03
bfa2881a-efb3-4349-acba-888d8c129f3d,1,0,31,11,b5db5a33-bc22-4f02-978b-d6662e3a467d,2024-02-23 08:30:12,2024-02-23 08:30:12
bede15e4-5829-4366-8c23-83c306198d61,1,0,31,11,a3c93746-231c-445b-9a98-c2b2717c71a8,2024-02-23 08:43:16,2024-02-23 08:43:16
ec2208e7-8d0b-4c95-ab57-5db310933dd9,1,0,31,11,0db8456f-6633-4973-be8b-f47b88a87a61,2024-02-23 08:46:21,2024-02-23 08:46:21
f3ee54c1-c31c-4366-91e2-f8a9435249f3,6,3,5,3,7e5cb85a-ad85-4b2d-9e7d-9763281c8f8e,2024-03-01 10:01:44,2024-03-01 10:04:30
338f263f-495f-4abe-a899-5a1c578394ba,1,3,31,2,4a5b339b-41f3-4fd4-b0a5-c12455401fe0,2024-03-07 06:10:39,2024-03-07 06:21:28
2ada6370-ef65-420f-bf49-9aa4db2c3ec5,1,0,31,11,fba7722c-eb6e-4ee6-b065-a75b3b478a16,2024-03-18 08:40:11,2024-03-18 08:40:11
2e027f7f-718b-4a1c-9f83-93891042b1e1,1,4,30,3,a467f0d0-3d73-4214-b20a-938fe3c8d2dc,2024-03-19 10:19:18,2024-03-19 10:30:51
087d64f6-6878-4437-a132-edf4218873f7,1,5,31,4,1972713a-0da8-4de3-9f1e-e292f177b590,2024-03-21 13:18:37,2024-03-21 13:43:30
7bf8cdc2-29bc-40a8-9aee-b70eb89997d5,1,0,31,11,223859f6-2334-4201-bc91-137ba0eeb2c1,2024-03-26 15:55:34,2024-03-26 15:55:34
4b0a713c-54ae-4444-b969-a58068c5c9af,1,0,31,11,bd197c70-71cf-49ac-921d-780874199cdb,2024-03-28 12:43:32,2024-03-28 12:43:32
